rep,run,shelf,plate,line,trt,type,end,status,viable,number,notes
3,6,5,169,179-2,15,,120.03,1,1,2,
3,6,5,169,179-2,15,,167.99,1,1,2,
3,6,5,169,179-2,15,,215.66,1,1,4,
3,6,5,169,179-2,15,,264.06,1,1,1,
3,6,5,170,132-2,20,,167.99,1,1,5,
3,6,5,170,132-2,20,,215.66,1,1,2,
3,6,5,171,130-1,15,,120.03,1,1,4,
3,6,5,171,130-1,15,,167.99,1,1,1,
3,6,5,171,130-1,15,,264.06,1,1,2,
3,6,5,172,126-1,0,,215.66,1,1,3,
3,6,5,172,126-1,0,,264.06,1,1,4,
3,6,5,172,126-1,0,,312.03,1,1,1,
3,6,5,173,150-2,10,,120.03,1,1,1,
3,6,5,173,150-2,10,,167.99,1,1,1,
3,6,5,174,188-2,0,,167.99,1,1,1,
3,6,5,174,188-2,0,,215.66,1,1,1,
3,6,5,174,188-2,0,,264.06,1,1,4,
3,6,5,174,188-2,0,,456.02,1,1,1,
3,6,5,176,187-1,0,,264.06,1,1,1,
3,6,5,176,187-1,0,,312.03,1,1,5,
3,6,5,176,187-1,0,,360.06,1,1,1,
3,6,5,177,126-1,15,,312.03,1,1,4,
3,6,5,178,141-2,10,,120.03,1,1,2,
3,6,5,178,141-2,10,,167.99,1,1,2,
3,6,5,178,141-2,10,,264.06,1,1,1,
3,6,6,181,147-2,0,,120.03,1,1,1,
3,6,6,181,147-2,0,,167.99,1,1,5,
3,6,6,182,190-1,20,,120.03,1,1,1,
3,6,6,182,190-1,20,,167.99,1,1,2,
3,6,6,182,190-1,20,,215.66,1,1,2,
3,6,6,183,109-1,15,,167.99,1,1,4,
3,6,6,183,109-1,15,,215.66,1,1,2,
3,6,6,183,109-1,15,,312.03,1,1,1,
3,6,6,184,190-1,10,,120.03,1,1,4,
3,6,6,184,190-1,10,,167.99,1,1,2,
3,6,6,185,134-1,0,,167.99,1,1,4,
3,6,6,185,134-1,0,,360.06,1,1,1,
3,6,6,186,208-1,15,,167.99,1,1,3,
3,6,6,186,208-1,15,,215.66,1,1,1,
3,6,6,186,208-1,15,,360.06,1,1,1,
3,6,6,186,208-1,15,,527.81,1,1,2,
3,6,6,187,109-2,0,,120.03,1,1,2,
3,6,6,187,109-2,0,,215.66,1,1,1,
3,6,6,187,109-2,0,,264.06,1,1,4,
3,6,6,188,186-1,20,,167.99,1,1,2,
3,6,6,189,136-2,0,,120.03,1,1,3,
3,6,6,189,136-2,0,,167.99,1,1,3,
3,6,6,189,136-2,0,,408.1,1,1,1,
3,6,6,190,140-2,0,,167.99,1,1,3,
3,6,6,190,140-2,0,,264.06,1,1,1,
3,6,6,191,75-2,15,,167.99,1,1,4,
3,6,6,191,75-2,15,,215.66,1,1,2,
3,6,6,191,75-2,15,,264.06,1,1,2,
3,6,6,192,188-2,15,,120.03,1,1,1,
3,6,6,192,188-2,15,,167.99,1,1,3,
3,6,6,192,188-2,15,,264.06,1,1,1,
3,6,6,193,204-1,10,,120.03,1,1,5,
3,6,6,193,204-1,10,,167.99,1,1,3,
3,6,6,193,204-1,10,,264.06,1,1,2,
3,6,6,194,132-1,15,,120.03,1,1,1,
3,6,6,195,145-1,15,,120.03,1,1,1,
3,6,6,196,98-1,0,,71.95,1,1,1,
3,6,6,196,98-1,0,,120.03,1,1,1,
3,6,6,196,98-1,0,,167.99,1,1,5,
3,6,6,196,98-1,0,,215.66,1,1,1,
3,6,6,197,190-2,0,,264.06,1,1,1,
3,6,6,197,190-2,0,,312.03,1,1,3,
3,6,6,197,190-2,0,,360.06,1,1,1,
3,6,6,199,169-1,15,,167.99,1,1,7,
3,6,6,200,136-2,15,,167.99,1,1,4,
3,6,6,201,122-1,10,,167.99,1,1,2,
3,6,6,202,Johnny's,10,,120.03,1,1,1,
3,6,6,202,Johnny's,10,,215.66,1,1,1,
3,6,6,202,Johnny's,10,,264.06,1,1,2,
3,6,6,202,Johnny's,10,,312.03,1,1,1,
3,6,6,202,Johnny's,10,,408.1,1,1,1,
3,6,6,202,Johnny's,10,,456.02,1,1,1,
3,6,6,202,Johnny's,10,,527.81,1,1,1,
3,6,6,203,100-1,0,,120.03,1,1,1,
3,6,6,203,100-1,0,,167.99,1,1,1,
3,6,6,203,100-1,0,,215.66,1,1,2,
3,6,6,203,100-1,0,,264.06,1,1,2,
3,6,6,203,100-1,0,,312.03,1,1,3,
3,6,6,203,100-1,0,,360.06,1,1,1,
3,6,6,204,141-2,0,,120.03,1,1,1,
3,6,6,204,141-2,0,,167.99,1,1,2,
3,6,6,205,147-1,20,,215.66,1,1,1,
3,6,6,205,147-1,20,,264.06,1,1,1,
3,6,6,206,179-2,0,,167.99,1,1,4,
3,6,6,206,179-2,0,,215.66,1,1,3,
3,6,6,207,100-2,20,,264.06,1,1,2,
3,6,6,207,100-2,20,,408.1,1,1,1,
3,6,6,207,100-2,20,,527.81,1,1,2,
3,6,6,208,137-2,20,,215.66,1,1,1,
3,6,6,208,137-2,20,,527.81,1,1,1,
3,6,6,209,156-1,20,,264.06,1,1,1,
3,6,6,209,156-1,20,,360.06,1,1,1,
3,6,6,209,156-1,20,,527.81,1,1,1,
3,6,6,210,Johnny's,10,,167.99,1,1,1,
3,6,6,210,Johnny's,10,,215.66,1,1,1,
3,6,6,210,Johnny's,10,,264.06,1,1,1,
3,6,6,210,Johnny's,10,,312.03,1,1,2,
3,6,6,210,Johnny's,10,,360.06,1,1,1,
3,6,6,212,169-1,10,,167.99,1,1,8,
3,6,6,212,169-1,10,,312.03,1,1,1,
3,6,6,213,165-1,10,,167.99,1,1,4,
3,6,6,213,165-1,10,,264.06,1,1,1,
3,6,6,214,102-1,20,,264.06,1,1,3,
3,6,6,216,189-1,15,,120.03,1,1,4,
3,6,6,216,189-1,15,,264.06,1,1,1,
3,6,7,217,77-1,10,,71.95,1,1,2,
3,6,7,217,77-1,10,,120.03,1,1,7,
3,6,7,220,100-2,10,,167.99,1,1,1,
3,6,7,220,100-2,10,,360.06,1,1,2,
3,6,7,221,136-1,15,,120.03,1,1,7,
3,6,7,222,100-1,10,,120.03,1,1,2,
3,6,7,222,100-1,10,,167.99,1,1,2,
3,6,7,222,100-1,10,,264.06,1,1,4,
3,6,7,222,100-1,10,,312.03,1,1,2,
3,6,7,224,100-1,15,,120.03,1,1,1,
3,6,7,224,100-1,15,,167.99,1,1,3,
3,6,7,224,100-1,15,,215.66,1,1,1,
3,6,7,224,100-1,15,,264.06,1,1,1,
3,6,7,225,168-1,0,,120.03,1,1,2,
3,6,7,225,168-1,0,,167.99,1,1,7,
3,6,7,225,168-1,0,,215.66,1,1,1,
3,6,7,226,144-1,20,,167.99,1,1,1,
3,6,7,227,136-2,20,,167.99,1,1,1,
3,6,7,227,136-2,20,,215.66,1,1,1,
3,6,7,228,186-1,15,,120.03,1,1,1,
3,6,7,228,186-1,15,,167.99,1,1,1,
3,6,7,229,77-1,15,,71.95,1,1,2,
3,6,7,229,77-1,15,,120.03,1,1,5,
3,6,7,229,77-1,15,,167.99,1,1,1,
3,6,7,229,77-1,15,,215.66,1,1,1,
3,6,7,231,120-1,0,,71.95,1,1,1,
3,6,7,231,120-1,0,,120.03,1,1,2,
3,6,7,231,120-1,0,,167.99,1,1,1,
3,6,7,232,131-1,10,,71.95,1,1,1,
3,6,7,232,131-1,10,,120.03,1,1,3,
3,6,7,232,131-1,10,,167.99,1,1,2,
3,6,7,233,93-1,0,,120.03,1,1,2,
3,6,7,233,93-1,0,,167.99,1,1,1,
3,6,7,233,93-1,0,,264.06,1,1,1,
3,6,7,234,98-1,15,,120.03,1,1,10,
3,6,7,235,141-1,15,,120.03,1,1,2,
3,6,7,235,141-1,15,,167.99,1,1,1,
3,6,7,237,104-2,20,,360.06,1,1,2,
3,6,7,238,109-2,15,,167.99,1,1,2,
3,6,7,238,109-2,15,,215.66,1,1,5,
3,6,7,239,Johnny's,15,,215.66,1,1,1,
3,6,7,239,Johnny's,15,,527.81,1,1,1,
3,6,7,240,100-1,20,,360.06,1,1,2,
3,6,7,240,100-1,20,,527.81,1,1,1,
3,6,7,241,186-1,10,,120.03,1,1,3,
3,6,7,242,185-1,20,,264.06,1,1,2,
3,6,7,242,185-1,20,,312.03,1,1,2,
3,6,7,243,137-2,10,,71.95,1,1,2,
3,6,7,243,137-2,10,,120.03,1,1,4,
3,6,7,244,141-1,20,,167.99,1,1,2,
3,6,7,244,141-1,20,,264.06,1,1,2,
3,6,7,245,109-2,20,,264.06,1,1,2,
3,6,7,245,109-2,20,,408.1,1,1,1,
3,6,7,247,147-2,10,,120.03,1,1,4,
3,6,7,247,147-2,10,,167.99,1,1,2,
3,6,7,247,147-2,10,,215.66,1,1,2,
3,6,7,248,215-1,10,,120.03,1,1,3,
3,6,7,252,Johnny's,10,,360.06,1,1,1,
3,6,7,252,Johnny's,10,,527.81,1,1,3,
3,6,8,253,144-2,15,,120.03,1,1,2,
3,6,8,253,144-2,15,,167.99,1,1,3,
3,6,8,255,141-1,0,,120.03,1,1,1,
3,6,8,255,141-1,0,,167.99,1,1,1,
3,6,8,256,168-1,20,,120.03,1,1,3,
3,6,8,256,168-1,20,,167.99,1,1,6,
3,6,8,256,168-1,20,,215.66,1,1,1,
3,6,8,257,165-1,20,,167.99,1,1,3,
3,6,8,257,165-1,20,,215.66,1,1,1,
3,6,8,258,79-1,10,,167.99,1,1,3,
3,6,8,259,75-2,0,,167.99,1,1,2,
3,6,8,259,75-2,0,,215.66,1,1,2,
3,6,8,259,75-2,0,,312.03,1,1,2,
3,6,8,259,75-2,0,,360.06,1,1,1,
3,6,8,260,147-1,0,,120.03,1,1,5,
3,6,8,260,147-1,0,,167.99,1,1,1,
3,6,8,261,130-1,10,,120.03,1,1,3,
3,6,8,261,130-1,10,,167.99,1,1,1,
3,6,8,262,130-1,20,,167.99,1,1,1,
3,6,8,262,130-1,20,,215.66,1,1,2,
3,6,8,262,130-1,20,,264.06,1,1,1,
3,6,8,262,130-1,20,,360.06,1,1,1,
3,6,8,263,152-1,15,,120.03,1,1,4,
3,6,8,263,152-1,15,,167.99,1,1,3,
3,6,8,263,152-1,15,,264.06,1,1,1,
3,6,8,265,152-1,20,,167.99,1,1,6,
3,6,8,265,152-1,20,,215.66,1,1,4,
3,6,8,266,131-2,20,,167.99,1,1,2,
3,6,8,266,131-2,20,,215.66,1,1,2,
3,6,8,266,131-2,20,,264.06,1,1,1,
3,6,8,266,131-2,20,,360.06,1,1,1,
3,6,8,266,131-2,20,,527.81,1,1,1,
3,6,8,267,217-2,10,,120.03,1,1,8,
3,6,8,268,163-1,0,,120.03,1,1,1,
3,6,8,268,163-1,0,,264.06,1,1,1,
3,6,8,269,120-1,15,,71.95,1,1,1,
3,6,8,269,120-1,15,,120.03,1,1,4,
3,6,8,270,136-1,20,,167.99,1,1,2,
3,6,8,270,136-1,20,,215.66,1,1,3,
3,6,8,270,136-1,20,,264.06,1,1,1,
3,6,8,271,202-1,20,,167.99,1,1,1,
3,6,8,271,202-1,20,,264.06,1,1,2,
3,6,8,271,202-1,20,,312.03,1,1,1,
3,6,8,271,202-1,20,,456.02,1,1,2,
3,6,8,272,132-2,10,,120.03,1,1,2,
3,6,8,272,132-2,10,,215.66,1,1,1,
3,6,8,273,140-1,10,,120.03,1,1,1,
3,6,8,273,140-1,10,,215.66,1,1,1,
3,6,8,274,144-2,20,,167.99,1,1,1,
3,6,8,274,144-2,20,,264.06,1,1,4,
3,6,8,274,144-2,20,,408.1,1,1,2,
3,6,8,275,217-1,0,,120.03,1,1,4,
3,6,8,275,217-1,0,,167.99,1,1,6,
3,6,8,276,147-1,10,,71.95,1,1,1,
3,6,8,276,147-1,10,,167.99,1,1,1,
3,6,8,277,132-2,15,,120.03,1,1,2,
3,6,8,277,132-2,15,,167.99,1,1,1,
3,6,8,279,100-1,20,,215.66,1,1,2,
3,6,8,279,100-1,20,,264.06,1,1,1,
3,6,8,280,138-1,0,,120.03,1,1,1,
3,6,8,280,138-1,0,,167.99,1,1,1,
3,6,8,281,119-2,15,,120.03,1,1,2,
3,6,8,281,119-2,15,,167.99,1,1,1,
3,6,8,281,119-2,15,,264.06,1,1,5,
3,6,8,283,100-1,0,,120.03,1,1,1,
3,6,8,283,100-1,0,,167.99,1,1,1,
3,6,8,283,100-1,0,,215.66,1,1,2,
3,6,8,283,100-1,0,,264.06,1,1,2,
3,6,8,283,100-1,0,,312.03,1,1,2,
3,6,8,283,100-1,0,,527.81,1,1,1,
3,6,8,284,187-1,15,,120.03,1,1,1,
3,6,8,284,187-1,15,,167.99,1,1,1,
3,6,8,285,140-2,10,,120.03,1,1,2,
3,6,8,286,190-2,20,,215.66,1,1,2,
3,6,8,286,190-2,20,,264.06,1,1,4,
3,6,8,286,190-2,20,,360.06,1,1,1,
3,6,8,287,163-2,0,,120.03,1,1,6,
3,6,8,287,163-2,0,,167.99,1,1,1,
3,6,8,287,163-2,0,,215.66,1,1,1,
3,6,8,287,163-2,0,,264.06,1,1,1,
3,6,8,288,100-1,10,,120.03,1,1,2,
3,6,8,288,100-1,10,,167.99,1,1,3,
3,6,8,288,100-1,10,,264.06,1,1,4,
3,6,8,288,100-1,10,,408.1,1,1,1,
3,6,9,289,120-1,20,,120.03,1,1,3,
3,6,9,289,120-1,20,,215.66,1,1,2,
3,6,9,291,202-1,0,,120.03,1,1,3,
3,6,9,291,202-1,0,,167.99,1,1,1,
3,6,9,291,202-1,0,,215.66,1,1,2,
3,6,9,291,202-1,0,,264.06,1,1,2,
3,6,9,291,202-1,0,,527.81,1,1,2,
3,6,9,292,122-1,15,,120.03,1,1,1,
3,6,9,292,122-1,15,,215.66,1,1,3,
3,6,9,292,122-1,15,,456.02,1,1,1,
3,6,9,293,132-2,0,,120.03,1,1,6,
3,6,9,293,132-2,0,,456.02,1,1,1,
3,6,9,294,187-1,10,,120.03,1,1,1,
3,6,9,294,187-1,10,,167.99,1,1,1,
3,6,9,294,187-1,10,,215.66,1,1,1,
3,6,9,294,187-1,10,,264.06,1,1,1,
3,6,9,295,202-1,15,,167.99,1,1,2,
3,6,9,295,202-1,15,,215.66,1,1,2,
3,6,9,295,202-1,15,,264.06,1,1,2,
3,6,9,295,202-1,15,,312.03,1,1,2,
3,6,9,296,134-1,15,,120.03,1,1,3,
3,6,9,298,Johnny's,15,,167.99,1,1,1,
3,6,9,298,Johnny's,15,,264.06,1,1,2,
3,6,9,298,Johnny's,15,,312.03,1,1,1,
3,6,9,298,Johnny's,15,,408.1,1,1,2,
3,6,9,299,186-1,0,,120.03,1,1,1,
3,6,9,299,186-1,0,,264.06,1,1,1,
3,6,9,300,190-1,0,,167.99,1,1,1,
3,6,9,300,190-1,0,,215.66,1,1,1,
3,6,9,300,190-1,0,,264.06,1,1,1,
3,6,9,300,190-1,0,,312.03,1,1,2,
3,6,9,300,190-1,0,,456.02,1,1,1,
3,6,9,301,131-2,0,,120.03,1,1,4,
3,6,9,301,131-2,0,,167.99,1,1,1,
3,6,9,301,131-2,0,,264.06,1,1,2,
3,6,9,301,131-2,0,,312.03,1,1,1,
3,6,9,302,131-1,0,,120.03,1,1,2,
3,6,9,302,131-1,0,,167.99,1,1,2,
3,6,9,302,131-1,0,,215.66,1,1,2,
3,6,9,303,92-1,20,,215.66,1,1,1,
3,6,9,303,92-1,20,,264.06,1,1,1,
3,6,9,303,92-1,20,,360.06,1,1,1,
3,6,9,303,92-1,20,,408.1,1,1,1,
3,6,9,304,187-2,10,,167.99,1,1,1,
3,6,9,304,187-2,10,,215.66,1,1,3,
3,6,9,304,187-2,10,,264.06,1,1,3,
3,6,9,305,75-2,20,,215.66,1,1,1,
3,6,9,305,75-2,20,,312.03,1,1,1,
3,6,9,306,184-1,20,,264.06,1,1,5,
3,6,9,306,184-1,20,,312.03,1,1,1,
3,6,9,307,98-1,10,,71.95,1,1,3,
3,6,9,307,98-1,10,,120.03,1,1,7,
3,6,9,308,98-1,20,,167.99,1,1,7,
3,6,9,308,98-1,20,,215.66,1,1,3,
3,6,9,309,190-2,15,,120.03,1,1,1,
3,6,9,309,190-2,15,,167.99,1,1,4,
3,6,9,309,190-2,15,,215.66,1,1,2,
3,6,9,309,190-2,15,,312.03,1,1,1,
3,6,9,310,122-2,15,,167.99,1,1,1,
3,6,9,310,122-2,15,,215.66,1,1,1,
3,6,9,310,122-2,15,,264.06,1,1,3,
3,6,9,310,122-2,15,,360.06,1,1,3,
3,6,9,310,122-2,15,,408.1,1,1,1,
3,6,9,311,128-2,15,,527.81,1,1,7,
3,6,9,312,185-1,10,,120.03,1,1,6,
3,6,9,312,185-1,10,,167.99,1,1,4,
3,6,9,314,100-1,10,,120.03,1,1,1,
3,6,9,314,100-1,10,,167.99,1,1,2,
3,6,9,314,100-1,10,,312.03,1,1,2,
3,6,9,314,100-1,10,,360.06,1,1,3,
3,6,9,314,100-1,10,,456.02,1,1,1,
3,6,9,315,79-1,20,,167.99,1,1,2,
3,6,9,315,79-1,20,,215.66,1,1,5,
3,6,9,315,79-1,20,,264.06,1,1,3,
3,6,9,316,204-1,0,,167.99,1,1,3,
3,6,9,316,204-1,0,,215.66,1,1,3,
3,6,9,316,204-1,0,,264.06,1,1,1,
3,6,9,316,204-1,0,,527.81,1,1,1,
3,6,9,317,100-1,20,,215.66,1,1,1,
3,6,9,317,100-1,20,,264.06,1,1,1,
3,6,9,317,100-1,20,,312.03,1,1,1,
3,6,9,317,100-1,20,,360.06,1,1,1,
3,6,9,317,100-1,20,,408.1,1,1,1,
3,6,9,318,138-2,20,,215.66,1,1,4,
3,6,9,318,138-2,20,,264.06,1,1,1,
3,6,9,320,163-2,15,,71.95,1,1,1,
3,6,9,320,163-2,15,,167.99,1,1,2,
3,6,9,320,163-2,15,,215.66,1,1,2,
3,6,9,320,163-2,15,,264.06,1,1,1,
3,6,9,321,138-2,10,,120.03,1,1,4,
3,6,9,321,138-2,10,,167.99,1,1,1,
3,6,9,321,138-2,10,,215.66,1,1,1,
3,6,9,322,131-2,10,,120.03,1,1,6,
3,6,9,322,131-2,10,,167.99,1,1,2,
3,6,9,323,217-1,20,,264.06,1,1,3,
3,6,9,323,217-1,20,,360.06,1,1,1,
3,6,9,324,150-2,15,,120.03,1,1,2,
3,5,1,2,106-1,15,,522,0,1,1,
3,5,1,16,Johnny's,10,,522,0,1,1,
3,5,1,22,174-2,20,,522,0,1,1,
3,5,1,25,125-1,0,,522,0,1,1,
3,5,1,28,156-2,10,,522,0,1,1,
3,5,2,42,139-2,15,,522,0,1,1,
3,5,2,45,133-1,10,,522,0,1,1,
3,5,2,51,185-2,10,,522,0,1,1,
3,5,2,56,151-2,15,,522,0,1,1,
3,5,2,58,148-2,15,,522,0,1,1,
3,5,2,59,149-2,10,,522,0,1,1,
3,5,2,65,151-2,20,,522,0,1,1,
3,5,2,71,208-2,15,,522,0,1,1,
3,5,4,128,88-1,20,,522,0,1,1,
3,5,4,135,173-1,15,,522,0,1,1,
3,5,5,150,181-1,15,,522,0,1,1,
5,5,5,162,173-1,10,,522,0,1,1,
3,5,5,174,151-2,10,,522,0,1,1,
3,5,6,181,149-2,15,,522,0,1,1,
3,5,6,183,Johnny's,0,,522,0,1,1,
3,5,6,190,148-1,20,,522,0,1,1,
3,5,6,195,130-2,15,,522,0,1,1,
3,5,6,198,183-1,10,,522,0,1,1,
3,5,6,210,146-1,20,,522,0,1,1,
3,5,7,231,81-2,20,,522,0,1,1,
3,5,8,254,137-1,20,,522,0,1,1,
3,5,8,255,84-1,15,,522,0,1,1,
3,5,8,256,174-1,20,,522,0,1,1,
3,5,8,257,118-2,10,,522,0,1,1,
3,5,8,261,215-2,15,,522,0,1,1,
3,5,8,276,173-1,0,,522,0,1,1,
3,5,8,279,128-1,10,,522,0,1,1,
3,5,8,280,Johnny's,15,,522,0,1,1,
3,5,9,295,153-1,0,,522,0,1,1,
3,5,9,299,164-1,15,,522,0,1,1,
3,5,9,301,100-1,0,,522,0,1,1,
3,5,9,317,150-1,10,,522,0,1,1,
3,5,9,318,100-1,15,,522,0,1,1,
3,5,1,8,204-2,0,,522,0,1,2,
3,5,1,10,188-1,15,,522,0,1,2,
3,5,2,41,91-1,15,,522,0,1,2,
3,5,2,70,191-2,0,,522,0,1,2,
3,5,3,74,Johnny's,15,,522,0,1,2,
3,5,3,76,75-1,20,,522,0,1,2,
3,5,4,117,125-2,10,,522,0,1,2,
3,5,7,225,126-2,10,,522,0,1,2,
3,5,8,253,Johnny's,15,,522,0,1,2,
3,5,8,262,88-1,15,,522,0,1,2,
3,5,8,272,118-1,10,,522,0,1,2,
3,5,1,20,173-2,0,,522,0,1,3,
3,5,1,34,191-2,20,,522,0,1,3,
3,5,2,68,126-2,15,,522,0,1,3,
3,5,3,83,100-1,20,,522,0,1,3,
3,5,5,166,Johnny's,20,,522,0,1,3,
3,5,5,177,125-2,20,,522,0,1,3,
3,5,6,188,182-1,20,,522,0,1,3,
3,5,8,283,146-1,0,,522,0,1,3,
3,5,1,3,182-1,0,,522,0,1,4,
3,5,4,113,156-2,15,,522,0,1,4,
3,5,9,300,146-1,10,,522,0,1,4,
3,5,2,60,208-2,20,,522,0,1,5,
3,5,8,282,125-1,15,,522,0,1,5,
3,5,1,18,204-2,15,,522,0,1,6,
3,5,7,217,124-1,20,,522,0,1,6,
3,5,1,6,185-2,15,,522,0,1,8,
3,5,2,67,104-1,20,,522,0,1,8,
3,5,4,138,Johnny's,20,,522,0,1,8,
3,5,9,290,204-2,20,,522,0,1,8,
3,5,9,322,77-2,20,,522,0,1,9,