Rep,Run,Shelf,Plate,Line,Trt,start,end,start.germ,end.germ,germ,start.lost,end.lost,lost,drop,reason
3,5,1,1,188-1,10,109.5,156.75,0,2,2,0,0,0,Y,dry
3,5,1,1,188-1,10,156.75,207,2,4,2,0,0,0,Y,dry
3,5,1,1,188-1,10,207,254,4,7,3,0,0,0,Y,dry
3,5,1,1,188-1,10,254,303.75,7,8,1,0,0,0,Y,dry
3,5,1,1,188-1,10,303.75,352,8,9,1,0,0,0,Y,dry
3,5,1,1,188-1,10,397.5,446,9,9,0,0,1,1,Y,dry
3,5,1,1,188-1,10,446,493.5,9,9,0,1,1,0,Y,dry
3,5,1,2,106-1,15,156.75,207,0,3,3,0,0,0,,
3,5,1,2,106-1,15,254,303.75,3,4,1,0,0,0,,
3,5,1,2,106-1,15,352,397.5,4,6,2,0,0,0,,
3,5,1,2,106-1,15,397.5,446,6,7,1,0,1,1,,
3,5,1,2,106-1,15,446,493.5,7,7,0,1,1,0,,
3,1,1,2,106-1,15,493.5,522,7,7,0,1,1,0,,
5,5,1,2,106-1,15,522,Inf,7,8,1,1,2,1,,
3,5,1,3,182-1,0,156.75,207,0,1,1,0,0,0,,
3,5,1,3,182-1,0,254,303.75,1,2,1,0,0,0,,
5,5,1,3,182-1,0,522,Inf,2,6,4,0,4,4,,
3,5,1,6,185-2,15,352,397.5,0,1,1,0,0,0,,
5,5,1,6,185-2,15,522,Inf,1,9,8,0,1,1,,
3,5,1,7,142-2,20,207,254,0,1,1,0,3,3,Y,disease
3,5,1,7,142-2,20,254,303.75,1,2,1,3,3,0,Y,disease
3,5,1,7,142-2,20,303.75,352,2,2,0,3,5,2,Y,disease
3,5,1,7,142-2,20,352,397.5,2,2,0,5,7,2,Y,disease
3,5,1,7,142-2,20,397.5,446,2,2,0,7,7,0,Y,disease
3,5,1,7,142-2,20,446,493.5,2,2,0,7,7,0,Y,disease
3,1,1,7,142-2,20,493.5,522,2,3,1,7,7,0,Y,disease
5,5,1,7,142-2,20,522,Inf,3,3,0,7,7,0,,
3,5,1,8,204-2,0,156.75,207,0,2,2,0,0,0,,
3,5,1,8,204-2,0,207,254,2,4,2,0,0,0,,
3,5,1,8,204-2,0,254,303.75,4,7,3,0,0,0,,
3,5,1,8,204-2,0,303.75,352,7,8,1,0,0,0,,
5,5,1,8,204-2,0,522,Inf,8,10,2,0,0,0,,
3,5,1,9,100-1,10,61.75,109.5,0,2,2,0,0,0,,
3,5,1,9,100-1,10,109.5,156.75,2,3,1,0,0,0,,
3,5,1,9,100-1,10,156.75,207,3,7,4,0,0,0,,
3,5,1,9,100-1,10,207,254,7,9,2,0,0,0,,
3,5,1,9,100-1,10,254,303.75,9,10,1,0,0,0,,
3,5,1,10,188-1,15,156.75,207,0,2,2,0,0,0,,
3,5,1,10,188-1,15,207,254,2,4,2,0,0,0,,
3,5,1,10,188-1,15,254,303.75,4,6,2,0,0,0,,
3,5,1,10,188-1,15,303.75,352,6,7,1,0,0,0,,
3,5,1,10,188-1,15,446,493.5,7,8,1,0,0,0,,
5,5,1,10,188-1,15,522,Inf,8,10,2,0,0,0,,
3,5,1,12,134-2,0,109.5,156.75,0,3,3,0,0,0,Y,dry
3,5,1,12,134-2,0,156.75,207,3,5,2,0,0,0,Y,dry
3,5,1,12,134-2,0,207,254,5,6,1,0,0,0,Y,dry
3,5,1,12,134-2,0,254,303.75,6,7,1,0,0,0,Y,dry
3,5,1,12,134-2,0,352,397.5,7,8,1,0,0,0,Y,dry
5,5,1,12,134-2,0,522,Inf,8,8,0,0,2,2,,
3,5,1,13,Johnny's,0,254,303.75,0,1,1,0,0,0,Y,disease
3,5,1,13,Johnny's,0,303.75,352,1,3,2,0,5,5,Y,disease
3,5,1,13,Johnny's,0,352,397.5,3,3,0,5,5,0,Y,disease
3,5,1,13,Johnny's,0,397.5,446,3,4,1,5,5,0,Y,disease
3,5,1,13,Johnny's,0,446,493.5,4,4,0,5,6,1,Y,disease
3,5,1,14,137-1,0,0,61.75,0,1,1,0,0,0,,
3,5,1,14,137-1,0,61.75,109.5,1,5,4,0,0,0,,
3,1,1,14,137-1,0,493.5,522,5,8,3,0,0,0,,
5,5,1,14,137-1,0,522,Inf,8,8,0,0,2,2,,
3,5,1,15,107-1,15,156.75,207,0,5,5,0,0,0,,
3,5,1,15,107-1,15,207,254,5,9,4,0,0,0,,
3,5,1,15,107-1,15,254,303.75,9,10,1,0,0,0,,
3,5,1,16,Johnny's,10,156.75,207,0,2,2,0,0,0,,
3,5,1,16,Johnny's,10,207,254,2,4,2,0,0,0,,
3,5,1,16,Johnny's,10,254,303.75,4,5,1,0,0,0,,
3,5,1,16,Johnny's,10,303.75,352,5,6,1,0,0,0,,
3,5,1,16,Johnny's,10,352,397.5,6,7,1,0,0,0,,
3,5,1,16,Johnny's,10,397.5,446,7,7,0,0,0,0,,
5,5,1,16,Johnny's,10,522,Inf,7,8,1,0,2,2,,
3,5,1,17,177-1,0,61.75,109.5,0,1,1,0,0,0,,
3,5,1,17,177-1,0,109.5,156.75,1,3,2,0,0,0,,
3,5,1,17,177-1,0,207,254,3,4,1,0,0,0,,
5,5,1,17,177-1,0,522,Inf,4,4,0,0,6,6,,
3,5,1,18,204-2,15,207,254,0,1,1,0,0,0,,
3,5,1,18,204-2,15,254,303.75,1,3,2,0,1,1,,
5,5,1,18,204-2,15,522,Inf,3,9,6,1,1,0,,
3,5,1,19,156-2,0,156.75,207,0,3,3,0,0,0,,
3,5,1,19,156-2,0,207,254,3,4,1,0,0,0,,
3,5,1,19,156-2,0,254,303.75,4,6,2,0,0,0,,
3,5,1,19,156-2,0,303.75,352,6,8,2,0,0,0,,
3,5,1,19,156-2,0,397.5,446,0,7,7,0,0,0,,
3,5,1,19,156-2,0,446,493.5,7,8,1,0,0,0,,
3,1,1,19,156-2,0,493.5,522,8,9,1,0,0,0,,
5,5,1,19,156-2,0,522,Inf,9,9,0,0,1,1,,
3,5,1,20,173-2,0,156.75,207,0,1,1,0,0,0,,
3,5,1,20,173-2,0,254,303.75,1,2,1,0,0,0,,
5,5,1,20,173-2,0,522,Inf,2,5,3,0,5,5,,
3,5,1,21,118-2,15,61.75,109.5,0,2,2,0,0,0,,
3,5,1,21,118-2,15,109.5,156.75,2,5,3,0,0,0,,
3,5,1,21,118-2,15,207,254,5,9,4,0,0,0,,
3,5,1,21,118-2,15,254,303.75,9,10,1,0,0,0,,
3,5,1,22,174-2,20,109.5,156.75,0,1,1,0,0,0,Y,dry
3,5,1,22,174-2,20,156.75,207,1,3,2,0,0,0,Y,dry
3,5,1,22,174-2,20,207,254,3,4,1,0,1,1,Y,dry
3,5,1,22,174-2,20,254,303.75,4,4,0,1,1,0,Y,dry
3,5,1,22,174-2,20,303.75,352,4,5,1,1,1,0,Y,dry
3,5,1,22,174-2,20,352,397.5,5,5,0,1,2,1,Y,dry
3,5,1,22,174-2,20,397.5,446,5,6,1,2,2,0,Y,dry
3,5,1,22,174-2,20,446,493.5,6,6,0,2,2,0,Y,dry
3,1,1,22,174-2,20,493.5,522,6,6,0,2,2,0,Y,dry
5,5,1,22,174-2,20,522,Inf,6,7,1,2,3,1,,
3,5,1,23,164-2,20,303.75,352,0,0,0,0,1,1,Y,disease
3,5,1,23,164-2,20,352,397.5,0,0,0,1,3,2,Y,disease
3,1,1,23,164-2,20,493.5,522,0,0,0,3,4,1,Y,disease
5,5,1,23,164-2,20,522,Inf,0,0,0,4,10,6,,
3,5,1,24,133-1,0,109.5,156.75,0,1,1,0,0,0,Y,disease
3,5,1,24,133-1,0,156.75,207,1,2,1,0,0,0,Y,disease
3,5,1,24,133-1,0,207,254,2,2,0,0,4,4,Y,disease
3,5,1,24,133-1,0,254,303.75,2,2,0,4,5,1,Y,disease
3,5,1,24,133-1,0,303.75,352,2,2,0,5,5,0,Y,disease
3,5,1,24,133-1,0,352,397.5,2,2,0,5,5,0,Y,disease
3,5,1,25,125-1,0,156.75,207,0,4,4,0,0,0,,
3,5,1,25,125-1,0,207,254,4,6,2,0,1,1,,
3,5,1,25,125-1,0,254,303.75,6,7,1,1,1,0,,
3,5,1,25,125-1,0,303.75,352,7,7,0,1,1,0,,
3,5,1,25,125-1,0,352,397.5,7,7,0,1,2,1,,
3,5,1,25,125-1,0,397.5,446,7,7,0,2,2,0,,
3,5,1,25,125-1,0,446,493.5,7,7,0,2,2,0,,
3,1,1,25,125-1,0,493.5,522,7,7,0,2,2,0,,
5,5,1,25,125-1,0,522,Inf,7,8,1,2,2,0,,
3,5,1,26,213-2,20,109.5,156.75,0,4,4,0,0,0,,
3,5,1,26,213-2,20,156.75,207,4,7,3,0,0,0,,
3,5,1,26,213-2,20,254,303.75,7,9,2,0,0,0,,
5,5,1,26,213-2,20,522,Inf,9,9,0,0,1,1,,
3,5,1,27,173-1,20,109.5,156.75,0,2,2,0,0,0,Y,disease
3,5,1,27,173-1,20,156.75,207,2,3,1,0,0,0,Y,disease
3,5,1,27,173-1,20,207,254,3,3,0,0,5,5,Y,disease
3,5,1,27,173-1,20,254,303.75,3,3,0,5,5,0,Y,disease
3,5,1,27,173-1,20,303.75,352,3,3,0,5,7,2,Y,disease
3,5,1,27,173-1,20,352,397.5,3,3,0,7,7,0,Y,disease
3,5,1,27,173-1,20,397.5,446,3,3,0,7,7,0,Y,disease
3,5,1,27,173-1,20,446,493.5,3,3,0,7,7,0,Y,disease
3,5,1,28,156-2,10,61.75,109.5,0,1,1,0,0,0,,
3,5,1,28,156-2,10,207,254,1,8,7,0,0,0,,
3,5,1,28,156-2,10,352,397.5,8,9,1,0,0,0,,
5,5,1,28,156-2,10,522,Inf,9,10,1,0,0,0,,
3,5,1,29,174-1,10,61.75,109.5,0,3,3,0,0,0,,
3,5,1,29,174-1,10,109.5,156.75,3,7,4,0,0,0,,
3,5,1,29,174-1,10,156.75,207,7,7,0,0,0,0,,
3,5,1,29,174-1,10,207,254,7,7,0,0,0,0,,
3,5,1,29,174-1,10,254,303.75,7,7,0,0,0,0,,
3,5,1,29,174-1,10,303.75,352,7,7,0,0,0,0,,
5,5,1,29,174-1,10,522,Inf,7,7,0,0,3,3,,
3,5,1,32,100-1,0,109.5,156.75,0,1,1,0,0,0,,
3,5,1,32,100-1,0,156.75,207,1,6,5,0,0,0,,
3,5,1,32,100-1,0,207,254,6,8,2,0,0,0,,
3,5,1,32,100-1,0,254,303.75,8,9,1,0,0,0,,
3,5,1,32,100-1,0,303.75,352,9,10,1,0,0,0,,
3,5,1,33,135-2,10,61.75,109.5,0,2,2,0,0,0,,
3,5,1,33,135-2,10,109.5,156.75,2,3,1,0,0,0,,
5,5,1,33,135-2,10,522,Inf,3,3,0,0,7,7,,
3,5,1,34,191-2,20,109.5,156.75,0,1,1,0,0,0,,
3,5,1,34,191-2,20,207,254,1,3,2,0,0,0,,
3,5,1,34,191-2,20,254,303.75,3,6,3,0,0,0,,
3,5,1,34,191-2,20,352,397.5,6,7,1,0,0,0,,
5,5,1,34,191-2,20,522,Inf,7,10,3,0,0,0,,
3,5,1,35,164-1,10,61.75,109.5,0,1,1,0,0,0,,
3,5,1,35,164-1,10,109.5,156.75,1,3,2,0,0,0,,
3,5,1,35,164-1,10,156.75,207,3,5,2,0,0,0,,
3,5,1,35,164-1,10,207,254,5,6,1,0,0,0,,
5,5,1,35,164-1,10,522,Inf,6,6,0,0,4,4,,
3,5,1,36,91-1,0,61.75,109.5,0,1,1,0,0,0,,
3,5,1,36,91-1,0,109.5,156.75,1,2,1,0,0,0,,
3,5,1,36,91-1,0,156.75,207,2,4,2,0,0,0,,
3,5,1,36,91-1,0,207,254,4,5,1,0,0,0,,
3,5,1,36,91-1,0,303.75,352,5,6,1,0,0,0,,
3,1,1,36,91-1,0,493.5,522,6,7,1,0,0,0,,
5,5,1,36,91-1,0,522,Inf,7,7,0,0,3,3,,
3,5,2,37,118-1,15,61.75,109.5,0,2,2,0,0,0,,
3,5,2,37,118-1,15,109.5,156.75,2,6,4,0,0,0,,
3,5,2,37,118-1,15,156.75,207,6,8,2,0,0,0,,
3,5,2,37,118-1,15,207,254,8,9,1,0,0,0,,
3,5,2,37,118-1,15,352,397.5,9,9,0,0,1,1,,
3,5,2,37,118-1,15,397.5,446,9,9,0,1,1,0,,
3,5,2,37,118-1,15,446,493.5,9,9,0,1,1,0,,
3,5,2,38,148-2,0,61.75,109.5,0,2,2,0,0,0,Y,disease
3,5,2,38,148-2,0,109.5,156.75,2,4,2,0,0,0,Y,disease
3,5,2,38,148-2,0,156.75,207,4,5,1,0,0,0,Y,disease
3,5,2,38,148-2,0,254,303.75,5,5,0,0,5,5,Y,disease
3,5,2,38,148-2,0,303.75,352,5,5,0,5,5,0,Y,disease
3,5,2,38,148-2,0,352,397.5,5,5,0,5,5,0,Y,disease
3,5,2,38,148-2,0,397.5,446,5,5,0,5,5,0,Y,disease
3,5,2,38,148-2,0,446,493.5,5,5,0,5,5,0,Y,disease
3,5,2,39,213-2,15,61.75,109.5,0,1,1,0,0,0,,
3,5,2,39,213-2,15,109.5,156.75,1,6,5,0,0,0,,
3,5,2,39,213-2,15,156.75,207,6,9,3,0,0,0,,
3,5,2,39,213-2,15,352,397.5,9,9,0,0,1,1,,
3,5,2,39,213-2,15,397.5,446,9,9,0,1,1,0,,
3,5,2,39,213-2,15,446,493.5,9,9,0,1,1,0,,
3,5,2,40,169-2,20,109.5,156.75,0,1,1,0,0,0,Y,disease
3,5,2,40,169-2,20,156.75,207,1,4,3,0,0,0,Y,disease
3,5,2,40,169-2,20,207,254,4,4,0,0,2,2,Y,disease
3,5,2,40,169-2,20,254,303.75,4,4,0,2,3,1,Y,disease
3,5,2,40,169-2,20,303.75,352,4,4,0,3,4,1,Y,disease
3,5,2,40,169-2,20,352,397.5,4,4,0,4,6,2,Y,disease
3,5,2,40,169-2,20,397.5,446,4,4,0,6,6,0,Y,disease
3,5,2,40,169-2,20,446,493.5,4,4,0,6,6,0,Y,disease
3,5,2,41,91-1,15,109.5,156.75,0,2,2,0,0,0,,
3,5,2,41,91-1,15,156.75,207,2,5,3,0,0,0,,
3,5,2,41,91-1,15,207,254,5,6,1,0,0,0,,
3,1,2,41,91-1,15,493.5,522,6,8,2,0,0,0,,
5,5,2,41,91-1,15,522,Inf,8,10,2,0,0,0,,
3,5,2,42,139-2,15,61.75,109.5,0,1,1,0,0,0,,
3,5,2,42,139-2,15,109.5,156.75,1,3,2,0,0,0,,
3,5,2,42,139-2,15,156.75,207,3,5,2,0,0,0,,
5,5,2,42,139-2,15,522,Inf,5,6,1,0,4,4,,
3,5,2,44,130-2,0,61.75,109.5,0,2,2,0,0,0,,
3,5,2,44,130-2,0,156.75,207,2,3,1,0,0,0,,
5,5,2,44,130-2,0,522,Inf,3,3,0,0,7,7,,
3,5,2,45,133-1,10,61.75,109.5,0,1,1,0,0,0,,
3,5,2,45,133-1,10,109.5,156.75,1,2,1,0,0,0,,
3,5,2,45,133-1,10,156.75,207,2,3,1,0,0,0,,
5,5,2,45,133-1,10,522,Inf,3,4,1,0,6,6,,
3,5,2,46,91-1,10,61.75,109.5,0,2,2,0,0,0,,
3,5,2,46,91-1,10,156.75,207,2,5,3,0,0,0,,
3,5,2,46,91-1,10,207,254,5,8,3,0,0,0,,
3,5,2,46,91-1,10,254,303.75,8,9,1,0,0,0,,
3,5,2,46,91-1,10,352,397.5,9,10,1,0,0,0,,
3,5,2,48,107-1,20,156.75,207,0,1,1,0,0,0,Y,disease
3,5,2,48,107-1,20,207,254,1,4,3,0,1,1,Y,disease
3,5,2,48,107-1,20,254,303.75,4,4,0,1,2,1,Y,disease
3,5,2,48,107-1,20,303.75,352,4,5,1,2,4,2,Y,disease
3,5,2,48,107-1,20,352,397.5,5,5,0,4,4,0,Y,disease
3,5,2,48,107-1,20,397.5,446,5,5,0,4,4,0,Y,disease
3,5,2,48,107-1,20,446,493.5,5,5,0,4,4,0,Y,disease
5,5,2,48,107-1,20,522,Inf,5,5,0,4,4,0,,
3,5,2,49,76-1,0,0,61.75,0,2,2,0,0,0,,
3,5,2,49,76-1,0,61.75,109.5,2,6,4,0,0,0,,
3,5,2,49,76-1,0,156.75,207,6,7,1,0,0,0,,
5,5,2,49,76-1,0,522,Inf,7,7,0,0,3,3,,
3,5,2,51,185-2,10,109.5,156.75,0,2,2,0,0,0,,
3,5,2,51,185-2,10,156.75,207,2,6,4,0,0,0,,
3,5,2,51,185-2,10,207,254,6,9,3,0,0,0,,
5,5,2,51,185-2,10,522,Inf,9,10,1,0,0,0,,
3,5,2,52,191-2,15,109.5,156.75,0,1,1,0,0,0,,
3,5,2,52,191-2,15,156.75,207,1,4,3,0,0,0,,
3,5,2,52,191-2,15,207,254,4,7,3,0,1,1,,
3,5,2,52,191-2,15,254,303.75,7,9,2,1,1,0,,
3,5,2,52,191-2,15,303.75,352,9,9,0,1,1,0,,
3,5,2,52,191-2,15,352,397.5,9,9,0,1,1,0,,
3,5,2,52,191-2,15,397.5,446,9,9,0,1,1,0,,
3,5,2,52,191-2,15,446,493.5,9,9,0,1,1,0,,
3,5,2,53,134-2,15,61.75,109.5,0,1,1,0,0,0,,
3,5,2,53,134-2,15,109.5,156.75,1,3,2,0,0,0,,
3,5,2,53,134-2,15,156.75,207,3,6,3,0,0,0,,
3,5,2,53,134-2,15,207,254,6,8,2,0,0,0,,
5,5,2,53,134-2,15,522,Inf,8,8,0,0,2,2,,
3,5,2,54,139-2,10,61.75,109.5,0,2,2,0,0,0,,
3,5,2,54,139-2,10,109.5,156.75,2,3,1,0,0,0,,
3,5,2,54,139-2,10,156.75,207,3,5,2,0,0,0,,
3,5,2,54,139-2,10,207,254,5,7,2,0,0,0,,
5,5,2,54,139-2,10,522,Inf,7,7,0,0,3,3,,
3,5,2,55,98-2,0,61.75,109.5,0,5,5,0,0,0,,
3,5,2,55,98-2,0,109.5,156.75,5,9,4,0,0,0,,
3,5,2,55,98-2,0,207,254,9,9,0,0,1,1,,
3,5,2,55,98-2,0,254,303.75,9,9,0,1,1,0,,
3,5,2,55,98-2,0,303.75,352,9,9,0,1,1,0,,
3,5,2,55,98-2,0,352,397.5,9,9,0,1,1,0,,
3,5,2,55,98-2,0,397.5,446,9,9,0,1,1,0,,
3,5,2,55,98-2,0,446,493.5,9,9,0,1,1,0,,
3,5,2,56,151-2,15,156.75,207,0,1,1,0,0,0,,
3,5,2,56,151-2,15,207,254,1,2,1,0,0,0,,
5,5,2,56,151-2,15,522,Inf,2,3,1,0,7,7,,
3,5,2,57,118-1,20,156.75,207,0,7,7,0,0,0,,
3,5,2,57,118-1,20,207,254,7,8,1,0,0,0,,
3,5,2,57,118-1,20,352,397.5,8,9,1,0,0,0,,
3,5,2,57,118-1,20,397.5,446,9,10,1,0,0,0,,
3,5,2,58,148-2,15,109.5,156.75,0,3,3,0,0,0,Y,disease
3,5,2,58,148-2,15,156.75,207,3,5,2,0,0,0,Y,disease
3,5,2,58,148-2,15,254,303.75,5,5,0,0,0,0,Y,disease
3,5,2,58,148-2,15,303.75,352,5,5,0,0,0,0,Y,disease
3,5,2,58,148-2,15,352,397.5,5,5,0,0,3,3,Y,disease
3,5,2,58,148-2,15,397.5,446,5,5,0,3,3,0,Y,disease
3,5,2,58,148-2,15,446,493.5,5,5,0,3,3,0,Y,disease
5,5,2,58,148-2,15,522,Inf,5,6,1,3,4,1,,
3,5,2,59,149-2,10,156.75,207,0,1,1,0,0,0,,
3,5,2,59,149-2,10,207,254,1,2,1,0,0,0,,
3,5,2,59,149-2,10,254,303.75,2,3,1,0,0,0,,
3,5,2,59,149-2,10,303.75,352,3,3,0,0,3,3,Y,disease
3,5,2,59,149-2,10,352,397.5,3,3,0,3,6,3,Y,disease
5,5,2,59,149-2,10,522,Inf,3,4,1,6,6,0,,
3,5,2,60,208-2,20,156.75,207,0,1,1,0,0,0,,
3,5,2,60,208-2,20,207,254,1,2,1,0,0,0,,
3,5,2,60,208-2,20,303.75,352,2,3,1,0,0,0,,
3,5,2,60,208-2,20,352,397.5,3,5,2,0,0,0,,
5,5,2,60,208-2,20,522,Inf,5,10,5,0,0,0,,
3,5,2,63,149-1,0,61.75,109.5,0,2,2,0,0,0,,
3,5,2,63,149-1,0,109.5,156.75,2,10,8,0,0,0,,
3,5,2,64,179-1,10,156.75,207,0,1,1,0,0,0,,
3,5,2,64,179-1,10,207,254,1,7,6,0,0,0,,
3,5,2,64,179-1,10,254,303.75,7,9,2,0,0,0,,
3,5,2,64,179-1,10,303.75,352,9,10,1,0,0,0,,
3,5,2,65,151-2,20,109.5,156.75,0,0,0,0,1,1,,
3,5,2,65,151-2,20,156.75,207,0,0,0,1,1,0,,
3,5,2,65,151-2,20,207,254,0,0,0,1,1,0,,
3,5,2,65,151-2,20,254,303.75,0,0,0,1,1,0,,
3,5,2,65,151-2,20,303.75,352,0,0,0,1,1,0,,
3,5,2,65,151-2,20,352,397.5,0,0,0,1,4,3,Y,disease
3,5,2,65,151-2,20,397.5,446,0,0,0,4,4,0,Y,disease
3,5,2,65,151-2,20,446,493.5,0,0,0,4,4,0,Y,disease
3,1,2,65,151-2,20,493.5,522,0,0,0,4,4,0,Y,disease
5,5,2,65,151-2,20,522,Inf,0,1,1,4,9,5,,
3,5,2,66,98-2,10,0,61.75,0,6,6,0,0,0,,
3,5,2,66,98-2,10,61.75,109.5,6,8,2,0,0,0,,
3,5,2,66,98-2,10,109.5,156.75,8,10,2,0,0,0,,
3,5,2,67,104-1,20,254,303.75,0,2,2,0,0,0,,
3,5,2,67,104-1,20,352,397.5,2,2,0,0,0,0,,
3,5,2,67,104-1,20,397.5,446,2,2,0,0,0,0,,
3,5,2,67,104-1,20,446,493.5,2,2,0,0,0,0,,
5,5,2,67,104-1,20,522,Inf,2,10,8,0,0,0,,
3,5,2,68,126-2,15,207,254,0,1,1,0,0,0,,
3,5,2,68,126-2,15,303.75,352,1,2,1,0,0,0,,
3,5,2,68,126-2,15,352,397.5,2,4,2,0,0,0,,
3,5,2,68,126-2,15,397.5,446,4,5,1,0,0,0,,
3,1,2,68,126-2,15,493.5,522,5,6,1,0,0,0,,
5,5,2,68,126-2,15,522,Inf,6,9,3,0,1,1,,
3,5,2,69,168-2,15,61.75,109.5,0,1,1,0,0,0,,
3,5,2,69,168-2,15,109.5,156.75,1,6,5,0,0,0,,
3,5,2,69,168-2,15,156.75,207,0,5,5,0,0,0,,
3,5,2,69,168-2,15,207,254,5,9,4,0,0,0,,
3,5,2,69,168-2,15,397.5,446,9,9,0,0,1,1,,
3,5,2,69,168-2,15,446,493.5,9,9,0,1,1,0,,
3,5,2,70,191-2,0,156.75,207,0,1,1,0,0,0,,
3,5,2,70,191-2,0,207,254,1,3,2,0,0,0,,
3,5,2,70,191-2,0,303.75,352,3,4,1,0,0,0,,
3,5,2,70,191-2,0,397.5,446,4,4,0,0,1,1,,
3,5,2,70,191-2,0,446,493.5,4,4,0,1,1,0,,
5,5,2,70,191-2,0,522,Inf,4,6,2,1,4,3,,
3,5,2,71,208-2,15,156.75,207,0,2,2,0,0,0,,
3,5,2,71,208-2,15,207,254,2,4,2,0,0,0,,
3,5,2,71,208-2,15,254,303.75,4,5,1,0,0,0,,
3,5,2,71,208-2,15,303.75,352,5,6,1,0,0,0,,
3,5,2,71,208-2,15,397.5,446,6,8,2,0,1,1,,
3,5,2,71,208-2,15,446,493.5,8,8,0,1,1,0,,
5,5,2,71,208-2,15,522,Inf,8,9,1,1,1,0,,
3,5,2,72,148-1,10,156.75,207,0,2,2,0,0,0,,
3,5,2,72,148-1,10,207,254,2,3,1,0,2,2,,
3,5,2,72,148-1,10,254,303.75,3,3,0,2,2,0,,
3,5,2,72,148-1,10,303.75,352,3,3,0,2,2,0,,
3,5,2,72,148-1,10,352,397.5,3,3,0,2,3,1,Y,disease
3,5,2,72,148-1,10,397.5,446,3,3,0,3,5,2,Y,disease
3,5,2,72,148-1,10,446,493.5,3,3,0,5,5,0,Y,disease
5,5,2,72,148-1,10,522,Inf,3,3,0,5,7,2,,
3,5,3,74,Johnny's,15,207,254,0,1,1,0,1,1,,
3,5,3,74,Johnny's,15,254,303.75,1,3,2,1,1,0,,
3,5,3,74,Johnny's,15,303.75,352,3,3,0,1,2,1,,
3,5,3,74,Johnny's,15,352,397.5,3,3,0,2,5,3,Y,disease
3,5,3,74,Johnny's,15,397.5,446,3,3,0,5,5,0,Y,disease
5,5,3,74,Johnny's,15,522,Inf,3,5,2,5,5,0,Y,1 data point
3,5,3,75,164-2,15,303.75,352,0,1,1,0,4,4,Y,disease
3,5,3,76,75-1,20,156.75,207,0,2,2,0,0,0,,
3,5,3,76,75-1,20,207,254,2,5,3,0,1,1,,
3,5,3,76,75-1,20,254,303.75,5,6,1,1,1,0,,
3,5,3,76,75-1,20,352,397.5,6,6,0,1,1,0,,
3,5,3,76,75-1,20,397.5,446,6,6,0,1,2,1,,
