Rep,Run,Shelf,Plate,Line,Trt,start,end,start.germ,end.germ,germ,start.lost,end.lost,lost,drop,reason
3,1,3,76,75-1,20,493.5,522,6,6,0,2,2,0,,
5,5,3,76,75-1,20,522,Inf,6,8,2,2,2,0,,
3,5,3,77,164-1,20,109.5,156.75,0,1,1,0,0,0,,
3,5,3,77,164-1,20,156.75,207,1,6,5,0,0,0,,
3,5,3,77,164-1,20,207,254,6,7,1,0,0,0,,
3,5,3,77,164-1,20,303.75,352,7,7,0,0,3,3,,
3,5,3,77,164-1,20,352,397.5,7,7,0,3,3,0,,
3,5,3,77,164-1,20,397.5,446,7,7,0,3,3,0,,
3,5,3,78,215-2,10,61.75,109.5,0,1,1,0,0,0,,
3,5,3,78,215-2,10,109.5,156.75,1,2,1,0,0,0,,
3,5,3,78,215-2,10,207,254,2,2,0,0,4,4,Y,disease
3,5,3,78,215-2,10,254,303.75,2,2,0,4,4,0,Y,disease
3,5,3,78,215-2,10,303.75,352,2,2,0,4,8,4,Y,disease
3,5,3,78,215-2,10,352,397.5,2,2,0,8,8,0,Y,disease
3,5,3,78,215-2,10,397.5,446,2,2,0,8,8,0,Y,disease
3,5,3,79,133-1,15,109.5,156.75,0,1,1,0,0,0,,
3,5,3,79,133-1,15,156.75,207,1,3,2,0,0,0,,
3,5,3,79,133-1,15,303.75,352,3,3,0,0,5,5,Y,disease
3,5,3,79,133-1,15,352,397.5,3,3,0,5,7,2,Y,disease
3,5,3,79,133-1,15,397.5,446,3,3,0,7,7,0,Y,disease
3,5,3,80,77-2,0,0,61.75,0,1,1,0,0,0,,
3,5,3,80,77-2,0,61.75,109.5,1,2,1,0,0,0,,
3,5,3,80,77-2,0,109.5,156.75,2,8,6,0,0,0,,
3,5,3,80,77-2,0,156.75,207,8,9,1,0,0,0,,
5,5,3,80,77-2,0,522,Inf,9,9,0,0,1,1,,
3,5,3,81,177-2,10,61.75,109.5,0,3,3,0,0,0,,
3,5,3,81,177-2,10,109.5,156.75,3,6,3,0,0,0,,
3,5,3,81,177-2,10,254,303.75,6,7,1,0,0,0,,
5,5,3,81,177-2,10,522,Inf,7,7,0,0,3,3,,
3,5,3,82,100-1,15,61.75,109.5,0,1,1,0,0,0,,
3,5,3,82,100-1,15,109.5,156.75,1,2,1,0,0,0,,
3,5,3,82,100-1,15,156.75,207,2,5,3,0,0,0,,
3,5,3,82,100-1,15,207,254,5,8,3,0,0,0,,
3,5,3,82,100-1,15,352,397.5,8,9,1,0,1,1,,
3,5,3,82,100-1,15,397.5,446,9,9,0,1,1,0,,
3,5,3,83,100-1,20,109.5,156.75,0,1,1,0,0,0,,
3,5,3,83,100-1,20,156.75,207,1,3,2,0,0,0,,
3,5,3,83,100-1,20,207,254,3,4,1,0,2,2,,
3,5,3,83,100-1,20,254,303.75,4,4,0,2,3,1,Y,disease
3,5,3,83,100-1,20,352,397.5,4,4,0,3,3,0,Y,disease
3,5,3,83,100-1,20,397.5,446,4,4,0,3,3,0,Y,disease
3,1,3,83,100-1,20,493.5,522,4,4,0,3,3,0,Y,disease
5,5,3,83,100-1,20,522,Inf,4,7,3,3,3,0,,
3,5,3,84,174-2,10,61.75,109.5,0,2,2,0,0,0,,
3,5,3,84,174-2,10,109.5,156.75,2,5,3,0,0,0,,
3,5,3,84,174-2,10,207,254,5,5,0,0,1,1,,
3,5,3,84,174-2,10,254,303.75,5,5,0,1,1,0,,
3,5,3,84,174-2,10,303.75,352,5,5,0,1,5,4,Y,disease
3,5,3,84,174-2,10,352,397.5,5,5,0,5,5,0,Y,disease
3,5,3,84,174-2,10,397.5,446,5,5,0,5,5,0,Y,disease
3,5,3,85,107-1,10,61.75,109.5,0,1,1,0,0,0,,
3,5,3,85,107-1,10,109.5,156.75,1,3,2,0,0,0,,
3,5,3,85,107-1,10,156.75,207,3,7,4,0,0,0,,
3,5,3,85,107-1,10,207,254,7,8,1,0,0,0,,
3,5,3,85,107-1,10,254,303.75,8,8,0,0,2,2,,
3,5,3,85,107-1,10,303.75,352,8,8,0,2,2,0,,
3,5,3,85,107-1,10,352,397.5,8,8,0,2,2,0,,
3,5,3,85,107-1,10,397.5,446,8,8,0,2,2,0,,
3,5,3,86,75-1,15,61.75,109.5,0,3,3,0,0,0,,
3,5,3,86,75-1,15,109.5,156.75,3,5,2,0,0,0,,
3,5,3,86,75-1,15,156.75,207,5,7,2,0,0,0,,
3,5,3,86,75-1,15,207,254,7,8,1,0,0,0,,
3,5,3,86,75-1,15,254,303.75,8,9,1,0,0,0,,
3,5,3,86,75-1,15,352,397.5,9,9,0,0,1,1,,
3,5,3,86,75-1,15,397.5,446,9,9,0,1,1,0,,
3,5,3,87,177-1,20,61.75,109.5,0,1,1,0,0,0,,
3,5,3,87,177-1,20,109.5,156.75,1,4,3,0,0,0,,
3,5,3,87,177-1,20,156.75,207,4,5,1,0,0,0,,
3,5,3,87,177-1,20,207,254,5,5,0,0,2,2,,
3,5,3,87,177-1,20,254,303.75,5,6,1,2,3,1,Y,disease
3,5,3,87,177-1,20,303.75,352,6,6,0,3,3,0,Y,disease
3,5,3,87,177-1,20,352,397.5,6,6,0,3,4,1,Y,disease
3,5,3,87,177-1,20,397.5,446,6,6,0,4,4,0,Y,disease
3,5,3,88,148-1,0,156.75,207,0,1,1,0,0,0,,
3,5,3,88,148-1,0,207,254,1,1,0,0,4,4,Y,disease
3,5,3,88,148-1,0,254,303.75,1,1,0,4,8,4,Y,disease
3,5,3,88,148-1,0,303.75,352,1,1,0,8,8,0,Y,disease
3,5,3,88,148-1,0,352,397.5,1,1,0,8,8,0,Y,disease
3,5,3,88,148-1,0,397.5,446,1,1,0,8,8,0,Y,disease
5,5,3,88,148-1,0,522,Inf,1,1,0,8,9,1,,
3,5,3,89,167-1,10,61.75,109.5,0,2,2,0,0,0,,
3,5,3,89,167-1,10,156.75,207,2,3,1,0,0,0,,
3,5,3,89,167-1,10,254,303.75,3,3,0,0,4,4,Y,disease
3,5,3,89,167-1,10,303.75,352,3,3,0,4,5,1,Y,disease
3,5,3,89,167-1,10,352,397.5,3,3,0,5,5,0,Y,disease
3,5,3,89,167-1,10,397.5,446,3,3,0,5,5,0,Y,disease
3,1,3,89,167-1,10,493.5,522,3,3,0,5,7,2,Y,disease
5,5,3,89,167-1,10,522,Inf,3,3,0,7,7,0,,
3,5,3,90,79-2,15,61.75,109.5,0,7,7,0,0,0,,
3,5,3,90,79-2,15,109.5,156.75,7,10,3,0,0,0,,
3,5,3,91,84-1,0,0,61.75,0,2,2,0,0,0,,
3,5,3,91,84-1,0,61.75,109.5,2,5,3,0,0,0,,
3,5,3,91,84-1,0,109.5,156.75,5,8,3,0,0,0,,
3,5,3,91,84-1,0,352,397.5,8,8,0,0,2,2,,
3,5,3,91,84-1,0,397.5,446,8,8,0,2,2,0,,
3,5,3,92,149-2,0,156.75,207,0,2,2,0,0,0,,
3,5,3,92,149-2,0,207,254,2,2,0,0,7,7,Y,disease
3,5,3,92,149-2,0,254,303.75,2,2,0,7,8,1,Y,disease
3,5,3,92,149-2,0,303.75,352,2,2,0,8,8,0,Y,disease
3,5,3,92,149-2,0,352,397.5,2,2,0,8,8,0,Y,disease
3,5,3,92,149-2,0,397.5,446,2,2,0,8,8,0,Y,disease
3,5,3,93,218-1,0,61.75,109.5,0,8,8,0,0,0,,
3,5,3,93,218-1,0,109.5,156.75,8,9,1,0,0,0,,
3,5,3,93,218-1,0,352,397.5,9,9,0,0,1,1,,
3,5,3,93,218-1,0,397.5,446,9,9,0,1,1,0,,
3,5,3,94,137-1,15,61.75,109.5,0,4,4,0,0,0,,
3,5,3,94,137-1,15,109.5,156.75,4,5,1,0,0,0,,
5,5,3,94,137-1,15,522,Inf,5,5,0,0,5,5,,
3,5,3,95,142-2,10,61.75,109.5,0,2,2,0,0,0,,
3,5,3,95,142-2,10,109.5,156.75,2,4,2,0,0,0,,
3,5,3,95,142-2,10,156.75,207,4,5,1,0,0,0,,
3,5,3,95,142-2,10,207,254,5,5,0,0,1,1,,
3,5,3,95,142-2,10,254,303.75,5,5,0,1,2,1,,
3,5,3,95,142-2,10,303.75,352,5,5,0,2,2,0,,
3,5,3,95,142-2,10,352,397.5,5,5,0,2,5,3,Y,disease
3,5,3,95,142-2,10,397.5,446,5,5,0,5,5,0,Y,disease
3,5,3,96,Johnny's,10,156.75,207,0,2,2,0,0,0,,
3,5,3,96,Johnny's,10,207,254,2,4,2,0,1,1,,
3,5,3,96,Johnny's,10,254,303.75,4,4,0,1,1,0,,
3,5,3,96,Johnny's,10,303.75,352,4,5,1,1,4,3,Y,disease
3,5,3,96,Johnny's,10,352,397.5,5,5,0,4,4,0,Y,disease
3,5,3,96,Johnny's,10,397.5,446,5,5,0,4,4,0,Y,disease
3,1,3,96,Johnny's,10,493.5,522,5,6,1,4,4,0,,
5,5,3,96,Johnny's,10,522,Inf,6,6,0,4,4,0,,
3,5,3,98,219-2,10,109.5,156.75,0,1,1,0,0,0,,
3,5,3,98,219-2,10,156.75,207,1,2,1,0,0,0,,
3,5,3,98,219-2,10,207,254,2,4,2,0,0,0,,
3,5,3,98,219-2,10,254,303.75,4,6,2,0,0,0,,
3,5,3,98,219-2,10,303.75,352,6,6,0,0,4,4,Y,disease
3,5,3,98,219-2,10,352,397.5,6,6,0,4,4,0,Y,disease
3,5,3,98,219-2,10,397.5,446,6,6,0,4,4,0,Y,disease
3,5,3,99,168-2,20,109.5,156.75,0,3,3,0,0,0,,
3,5,3,99,168-2,20,156.75,207,3,6,3,0,0,0,,
3,5,3,99,168-2,20,207,254,6,8,2,0,1,1,,
3,5,3,99,168-2,20,254,303.75,8,8,0,1,1,0,,
3,5,3,99,168-2,20,303.75,352,8,8,0,1,1,0,,
3,5,3,99,168-2,20,352,397.5,8,8,0,1,1,0,,
3,5,3,99,168-2,20,397.5,446,8,8,0,1,1,0,,
5,5,3,99,168-2,20,522,Inf,8,8,0,1,2,1,,
3,5,3,100,153-1,15,207,254,0,0,0,0,5,5,Y,disease
3,5,3,100,153-1,15,254,303.75,0,0,0,5,5,0,Y,disease
3,5,3,100,153-1,15,303.75,352,0,0,0,5,7,2,Y,disease
3,5,3,101,125-1,10,156.75,207,0,5,5,0,0,0,,
3,5,3,101,125-1,10,207,254,5,6,1,0,0,0,,
3,5,3,101,125-1,10,254,303.75,6,9,3,0,0,0,,
3,5,3,101,125-1,10,352,397.5,9,10,1,0,0,0,,
3,5,3,102,80-1,15,61.75,109.5,0,9,9,0,0,0,,
3,5,3,102,80-1,15,254,303.75,9,9,0,0,1,1,,
3,5,3,102,80-1,15,303.75,352,9,9,0,1,1,0,,
3,5,3,102,80-1,15,352,397.5,9,9,0,1,1,0,,
3,5,3,102,80-1,15,397.5,446,9,9,0,1,1,0,,
3,5,3,103,118-2,20,109.5,156.75,0,2,2,0,0,0,,
3,5,3,103,118-2,20,156.75,207,2,7,5,0,0,0,,
3,5,3,103,118-2,20,207,254,7,9,2,0,0,0,,
3,5,3,103,118-2,20,303.75,352,9,9,0,0,1,1,,
3,5,3,103,118-2,20,352,397.5,9,9,0,1,1,0,,
3,5,3,103,118-2,20,397.5,446,9,9,0,1,1,0,,
3,5,3,104,218-1,20,109.5,156.75,0,2,2,0,0,0,,
3,5,3,104,218-1,20,156.75,207,2,8,6,0,0,0,,
3,5,3,104,218-1,20,207,254,8,8,0,0,1,1,,
3,5,3,104,218-1,20,254,303.75,8,8,0,1,2,1,,
3,5,3,104,218-1,20,303.75,352,8,8,0,2,2,0,,
3,5,3,104,218-1,20,352,397.5,8,8,0,2,2,0,,
3,5,3,104,218-1,20,397.5,446,8,8,0,2,2,0,,
3,5,3,105,181-1,10,0,61.75,0,1,1,0,0,0,,
3,5,3,105,181-1,10,61.75,109.5,1,3,2,0,0,0,,
3,5,3,105,181-1,10,109.5,156.75,3,8,5,0,0,0,,
3,5,3,105,181-1,10,156.75,207,8,9,1,0,0,0,,
3,5,3,105,181-1,10,207,254,9,10,1,0,0,0,,
3,5,3,106,100-1,20,109.5,156.75,0,2,2,0,0,0,,
3,5,3,106,100-1,20,156.75,207,2,4,2,0,0,0,,
3,5,3,106,100-1,20,207,254,4,4,0,0,1,1,,
3,5,3,106,100-1,20,254,303.75,4,4,0,1,1,0,,
3,5,3,106,100-1,20,303.75,352,4,5,1,1,1,0,,
3,5,3,106,100-1,20,352,397.5,5,5,0,1,1,0,,
3,5,3,106,100-1,20,397.5,446,5,5,0,1,3,2,Y,disease
5,5,3,106,100-1,20,522,Inf,5,5,0,3,4,1,,
3,5,3,107,Johnny's,10,254,303.75,0,1,1,0,0,0,,
3,5,3,107,Johnny's,10,303.75,352,1,1,0,0,4,4,Y,disease
3,5,3,107,Johnny's,10,352,397.5,1,1,0,4,6,2,Y,disease
3,5,3,107,Johnny's,10,397.5,446,1,1,0,6,6,0,Y,disease
3,1,3,107,Johnny's,10,493.5,522,1,3,2,6,6,0,,
5,5,3,107,Johnny's,10,522,Inf,3,3,0,6,7,1,,
3,5,3,108,106-1,20,109.5,156.75,0,1,1,0,0,0,,
3,5,3,108,106-1,20,156.75,207,1,2,1,0,0,0,,
3,5,3,108,106-1,20,207,254,2,2,0,0,4,4,Y,disease
3,5,3,108,106-1,20,254,303.75,2,2,0,4,4,0,Y,disease
3,5,3,108,106-1,20,303.75,352,2,2,0,4,8,4,Y,disease
3,5,3,108,106-1,20,352,397.5,2,2,0,8,8,0,Y,disease
3,5,3,108,106-1,20,397.5,446,2,2,0,8,8,0,Y,disease
3,1,3,108,106-1,20,493.5,522,2,2,0,8,8,0,Y,disease
5,5,3,108,106-1,20,522,Inf,2,2,0,8,8,0,,
3,5,4,109,Johnny's,20,207,254,0,0,0,0,9,9,Y,disease
3,5,4,111,179-1,20,109.5,156.75,0,6,6,0,0,0,,
3,5,4,111,179-1,20,207,254,6,7,1,0,2,2,,
3,5,4,111,179-1,20,254,303.75,7,7,0,2,2,0,,
3,5,4,111,179-1,20,303.75,352,7,7,0,2,3,1,,
3,5,4,111,179-1,20,352,397.5,7,7,0,3,3,0,,
3,5,4,111,179-1,20,397.5,446,7,7,0,3,3,0,,
3,5,4,111,179-1,20,446,493.5,7,7,0,3,3,0,,
3,5,4,112,219-2,0,156.75,207,0,1,1,0,0,0,,
3,5,4,112,219-2,0,207,254,1,1,0,0,4,4,Y,disease
3,5,4,112,219-2,0,254,303.75,1,1,0,4,7,3,Y,disease
3,5,4,112,219-2,0,303.75,352,1,1,0,7,9,2,Y,disease
3,5,4,112,219-2,0,352,397.5,1,1,0,9,9,0,Y,disease
3,5,4,112,219-2,0,397.5,446,1,1,0,9,9,0,Y,disease
3,5,4,112,219-2,0,446,493.5,1,1,0,9,9,0,Y,disease
3,5,4,113,156-2,15,352,397.5,0,3,3,0,0,0,,
3,1,4,113,156-2,15,493.5,522,3,5,2,0,0,0,,
5,5,4,113,156-2,15,522,Inf,5,9,4,0,1,1,,
3,5,4,114,80-1,10,61.75,109.5,0,5,5,0,0,0,,
3,5,4,114,80-1,10,207,254,5,5,0,0,2,2,Y,disease
3,5,4,114,80-1,10,254,303.75,5,5,0,2,2,0,,
3,5,4,114,80-1,10,303.75,352,5,5,0,2,4,2,Y,disease
3,5,4,114,80-1,10,352,397.5,5,5,0,4,5,1,Y,disease
3,5,4,114,80-1,10,397.5,446,5,5,0,5,5,0,Y,disease
3,5,4,114,80-1,10,446,493.5,5,5,0,5,5,0,Y,disease
3,5,4,115,100-1,0,61.75,109.5,0,1,1,0,0,0,,
3,5,4,115,100-1,0,109.5,156.75,1,3,2,0,0,0,,
3,5,4,115,100-1,0,156.75,207,3,6,3,0,0,0,,
3,5,4,115,100-1,0,207,254,6,9,3,0,0,0,,
3,5,4,115,100-1,0,303.75,352,9,9,0,0,1,1,,
3,5,4,115,100-1,0,352,397.5,9,9,0,1,1,0,,
3,5,4,115,100-1,0,397.5,446,9,9,0,1,1,0,,
3,5,4,115,100-1,0,446,493.5,9,9,0,1,1,0,,
3,5,4,116,107-1,0,109.5,156.75,0,1,1,0,0,0,,
3,5,4,116,107-1,0,207,254,1,5,4,0,0,0,,
3,5,4,116,107-1,0,254,303.75,5,9,4,0,0,0,,
3,5,4,116,107-1,0,303.75,352,9,10,1,0,0,0,,
3,5,4,117,125-2,10,61.75,109.5,0,1,1,0,0,0,,
3,5,4,117,125-2,10,109.5,156.75,1,2,1,0,0,0,,
3,5,4,117,125-2,10,207,254,2,5,3,0,0,0,,
3,5,4,117,125-2,10,254,303.75,5,6,1,0,0,0,,
3,5,4,117,125-2,10,397.5,446,6,7,1,0,0,0,,
5,5,4,117,125-2,10,522,Inf,7,9,2,0,1,1,,
3,5,4,119,153-1,20,61.75,109.5,0,0,0,0,1,1,,
3,5,4,119,153-1,20,109.5,156.75,0,2,2,1,1,0,,
3,5,4,119,153-1,20,156.75,207,2,3,1,1,1,0,,
3,5,4,119,153-1,20,207,254,3,3,0,0,5,5,Y,disease
3,5,4,119,153-1,20,254,303.75,3,3,0,5,7,2,Y,disease
3,5,4,119,153-1,20,303.75,352,3,3,0,7,7,0,Y,disease
3,5,4,119,153-1,20,352,397.5,3,3,0,7,7,0,Y,disease
3,5,4,119,153-1,20,397.5,446,3,3,0,7,7,0,Y,disease
3,5,4,119,153-1,20,446,493.5,3,3,0,7,7,0,Y,disease
3,5,4,120,135-2,20,109.5,156.75,0,1,1,0,0,0,,
3,5,4,120,135-2,20,156.75,207,1,3,2,0,0,0,,
3,5,4,120,135-2,20,207,254,3,3,0,0,1,1,,
3,5,4,120,135-2,20,254,303.75,3,3,0,1,2,1,,
3,5,4,120,135-2,20,303.75,352,3,3,0,2,4,2,Y,disease
3,5,4,120,135-2,20,352,397.5,3,3,0,4,6,2,Y,disease
3,5,4,120,135-2,20,397.5,446,3,3,0,6,6,0,Y,disease
3,5,4,120,135-2,20,446,493.5,3,3,0,6,7,1,Y,disease
5,5,4,120,135-2,20,522,Inf,3,3,0,7,7,0,,
3,5,4,121,183-1,15,156.75,207,0,4,4,0,0,0,,
3,5,4,121,183-1,15,207,254,4,6,2,0,0,0,,
3,5,4,121,183-1,15,303.75,352,6,7,1,0,0,0,,
3,5,4,121,183-1,15,352,397.5,7,7,0,0,1,1,,
3,5,4,121,183-1,15,397.5,446,7,7,0,1,1,0,,
3,5,4,121,183-1,15,446,493.5,7,7,0,1,1,0,,
5,5,4,121,183-1,15,522,Inf,7,7,0,1,3,2,,
3,5,4,122,174-1,0,61.75,109.5,0,1,1,0,0,0,,
3,5,4,122,174-1,0,109.5,156.75,1,5,4,0,1,1,,
3,5,4,122,174-1,0,156.75,207,5,5,0,1,1,0,,
3,5,4,122,174-1,0,207,254,5,5,0,1,5,4,Y,disease
3,5,4,122,174-1,0,254,303.75,5,5,0,5,5,0,Y,disease
3,5,4,122,174-1,0,303.75,352,5,5,0,5,5,0,Y,disease
3,5,4,122,174-1,0,352,397.5,5,5,0,5,5,0,Y,disease
3,5,4,122,174-1,0,397.5,446,5,5,0,5,5,0,Y,disease
3,5,4,122,174-1,0,446,493.5,5,5,0,5,5,0,Y,disease
3,5,4,123,142-2,15,61.75,109.5,0,1,1,0,0,0,,
3,5,4,123,142-2,15,109.5,156.75,1,4,3,0,0,0,,
3,5,4,123,142-2,15,156.75,207,4,5,1,0,0,0,,
3,5,4,123,142-2,15,207,254,5,6,1,0,1,1,,
3,5,4,123,142-2,15,303.75,352,6,6,0,1,1,0,,
3,5,4,123,142-2,15,352,397.5,6,6,0,1,1,0,,
3,5,4,123,142-2,15,397.5,446,6,6,0,1,1,0,,
3,5,4,123,142-2,15,446,493.5,6,6,0,1,1,0,,
3,1,4,123,142-2,15,493.5,522,6,6,0,1,1,0,,
5,5,4,123,142-2,15,522,Inf,6,6,0,1,4,3,,
3,5,4,125,91-1,20,156.75,207,0,1,1,0,0,0,,
3,5,4,125,91-1,20,207,254,1,2,1,0,2,2,,
3,5,4,125,91-1,20,254,303.75,2,2,0,2,4,2,Y,disease
3,5,4,125,91-1,20,303.75,352,2,4,2,4,6,2,Y,disease
3,5,4,125,91-1,20,352,397.5,4,4,0,6,6,0,Y,disease
3,5,4,125,91-1,20,397.5,446,4,4,0,6,6,0,Y,disease
3,5,4,125,91-1,20,446,493.5,4,4,0,6,6,0,Y,disease
3,5,4,126,150-1,0,0,61.75,0,1,1,0,0,0,,
3,5,4,126,150-1,0,61.75,109.5,1,5,4,0,0,0,,
3,5,4,126,150-1,0,109.5,156.75,5,5,0,0,1,1,,
3,5,4,126,150-1,0,156.75,207,5,5,0,1,1,0,,
3,5,4,126,150-1,0,207,254,5,5,0,1,3,2,Y,disease
3,5,4,126,150-1,0,254,303.75,5,5,0,3,3,0,Y,disease
3,5,4,126,150-1,0,303.75,352,5,5,0,3,3,0,Y,disease
3,5,4,126,150-1,0,352,397.5,5,5,0,3,3,0,Y,disease
3,5,4,126,150-1,0,397.5,446,5,5,0,3,3,0,Y,disease
3,5,4,126,150-1,0,446,493.5,5,5,0,3,3,0,Y,disease
3,1,4,126,150-1,0,493.5,522,5,5,0,3,3,0,,
5,5,4,126,150-1,0,522,Inf,5,5,0,3,5,2,,
3,5,4,127,135-1,10,0,61.75,0,2,2,0,0,0,,
3,5,4,127,135-1,10,61.75,109.5,2,6,4,0,0,0,,
3,5,4,127,135-1,10,207,254,6,7,1,0,0,0,,
3,5,4,127,135-1,10,352,397.5,7,8,1,0,0,0,,
5,5,4,127,135-1,10,522,Inf,8,8,0,0,2,2,,
3,5,4,128,88-1,20,207,254,0,0,0,0,1,1,,
3,5,4,128,88-1,20,254,303.75,0,1,1,1,1,0,,
3,5,4,128,88-1,20,303.75,352,1,6,5,1,2,1,,
3,5,4,128,88-1,20,352,397.5,6,6,0,2,2,0,,
3,5,4,128,88-1,20,397.5,446,6,6,0,2,2,0,,
3,5,4,128,88-1,20,446,493.5,6,6,0,2,2,0,,
3,1,4,128,88-1,20,493.5,522,6,7,1,2,2,0,,
5,5,4,128,88-1,20,522,Inf,7,8,1,2,2,0,,
3,5,4,129,191-2,10,61.75,109.5,0,1,1,0,0,0,,
3,5,4,129,191-2,10,109.5,156.75,1,3,2,0,0,0,,
3,5,4,129,191-2,10,156.75,207,3,4,1,0,0,0,,
3,5,4,129,191-2,10,207,254,4,6,2,0,0,0,,
3,5,4,129,191-2,10,254,303.75,6,6,0,0,1,1,,
3,5,4,129,191-2,10,303.75,352,6,6,0,1,1,0,,
3,5,4,129,191-2,10,352,397.5,6,6,0,1,1,0,,
3,5,4,129,191-2,10,397.5,446,6,6,0,1,2,1,,
3,5,4,129,191-2,10,446,493.5,6,6,0,2,2,0,,
5,5,4,129,191-2,10,522,Inf,6,6,0,2,4,2,,
3,5,4,130,75-1,0,0,61.75,0,1,1,0,0,0,,
3,5,4,130,75-1,0,61.75,109.5,1,2,1,0,0,0,,
3,5,4,130,75-1,0,156.75,207,2,5,3,0,0,0,,
3,5,4,130,75-1,0,207,254,5,6,1,0,2,2,,
3,5,4,130,75-1,0,254,303.75,6,7,1,2,3,1,,
3,5,4,130,75-1,0,303.75,352,7,7,0,3,3,0,,
3,5,4,130,75-1,0,352,397.5,7,7,0,3,3,0,,
3,5,4,130,75-1,0,397.5,446,7,7,0,3,3,0,,
3,5,4,130,75-1,0,446,493.5,7,7,0,3,3,0,,
3,5,4,131,125-2,0,109.5,156.75,0,1,1,0,0,0,,
3,5,4,131,125-2,0,156.75,207,1,4,3,0,0,0,,
3,5,4,131,125-2,0,207,254,4,6,2,0,0,0,,
3,5,4,131,125-2,0,352,397.5,6,6,0,0,1,1,,
3,5,4,131,125-2,0,397.5,446,6,6,0,1,1,0,,
3,5,4,131,125-2,0,446,493.5,6,6,0,1,1,0,,
5,5,4,131,125-2,0,522,Inf,6,6,0,1,4,3,,
5,5,4,132,169-2,0,522,Inf,0,6,6,0,4,4,,
5,5,4,133,164-2,10,522,Inf,0,0,0,4,10,6,,
3,5,4,134,139-2,20,109.5,156.75,0,1,1,0,0,0,,
3,5,4,134,139-2,20,156.75,207,1,6,5,0,0,0,,
3,5,4,134,139-2,20,303.75,352,6,7,1,0,2,2,,
3,5,4,134,139-2,20,352,397.5,7,7,0,2,2,0,,
3,5,4,134,139-2,20,397.5,446,7,7,0,2,2,0,,
3,5,4,134,139-2,20,446,493.5,7,7,0,2,2,0,,
5,5,4,134,139-2,20,522,Inf,7,7,0,2,3,1,,
3,5,4,135,173-1,15,109.5,156.75,0,0,0,0,1,1,,
3,5,4,135,173-1,15,156.75,207,0,0,0,1,1,0,,
3,5,4,135,173-1,15,207,254,0,0,0,1,1,0,,
